 0          0    2.599339696971e+06 
 1          0    0.000000000000e+00
 2          0    0.000000000000e+00
 3          0    0.000000000000e+00
 4          0    0.000000000000e+00
 5          0    0.000000000000e+00
 6          0    0.000000000000e+00
 7          0    0.000000000000e+00
 8          0    0.000000000000e+00
 9          0    0.000000000000e+00
 10          0   2.209160000000e+06 
 11          0   0.000000000000e+00
 12          0   0.000000000000e+00
 13          0   0.000000000000e+00
 14          0   0.000000000000e+00
 15          0   0.000000000000e+00
 16          0   0.000000000000e+00
 17          0   0.000000000000e+00
 18          0   0.000000000000e+00
 19          0   0.000000000000e+00
 20          0   0.000000000000e+00
 21          0   0.000000000000e+00
 22          0   0.000000000000e+00
 23          0   0.000000000000e+00
 24          0   0.000000000000e+00
 25          0   0.000000000000e+00
 26          0   0.000000000000e+00
 27          0   0.000000000000e+00
 28          0   0.000000000000e+00
 29          0   0.000000000000e+00
 30          0   0.000000000000e+00
 31          0   0.000000000000e+00
 32          0   0.000000000000e+00
 33          0   0.000000000000e+00
 1          1    0.000000000000e+00 
 1          2    0.000000000000e+00
 1          3    0.000000000000e+00
 1          4    0.000000000000e+00
 1          5    0.000000000000e+00
 1          6    0.000000000000e+00
 1          7    0.000000000000e+00
 1          8    0.000000000000e+00
 1          9    0.000000000000e+00
 1         10    0.000000000000e+00 
 1         11    0.000000000000e+00
 1         12    0.000000000000e+00
 1         13    0.000000000000e+00
 1         14    0.000000000000e+00
 1         15    0.000000000000e+00
 1         16    0.000000000000e+00
 1         17    0.000000000000e+00
 1         18    0.000000000000e+00
 1         19    0.000000000000e+00
 1         20    0.000000000000e+00
 1         21    0.000000000000e+00
 1         22    0.000000000000e+00
 1         23    0.000000000000e+00
 1         24    0.000000000000e+00
 1         25    0.000000000000e+00
 1         26    0.000000000000e+00
 1         27    0.000000000000e+00
 1         28    0.000000000000e+00
 1         29    0.000000000000e+00
 1         30    0.000000000000e+00
 1         31    0.000000000000e+00
 1         32    0.000000000000e+00
 1         33    0.000000000000e+00
 2          2    0.000000000000e+00
 2          3    0.000000000000e+00
 2          4    0.000000000000e+00
 2          5    0.000000000000e+00
 2          6    0.000000000000e+00
 2          7    0.000000000000e+00
 2          8    0.000000000000e+00
 2          9    0.000000000000e+00
 2         10    0.000000000000e+00
 2         11    0.000000000000e+00
 2         12    0.000000000000e+00
 2         13    0.000000000000e+00
 2         14    0.000000000000e+00
 2         15    0.000000000000e+00
 2         16    0.000000000000e+00
 2         17    0.000000000000e+00
 2         18    0.000000000000e+00
 2         19    0.000000000000e+00
 2         20    0.000000000000e+00
 2         21    0.000000000000e+00
 2         22    0.000000000000e+00
 2         23    0.000000000000e+00
 2         24    0.000000000000e+00
 2         25    0.000000000000e+00
 2         26    0.000000000000e+00
 2         27    0.000000000000e+00
 2         28    0.000000000000e+00
 2         29    0.000000000000e+00
 2         30    0.000000000000e+00
 2         31    0.000000000000e+00
 2         32    0.000000000000e+00
 2         33    0.000000000000e+00
 3          3    0.000000000000e+00
 3          4    0.000000000000e+00
 3          5    0.000000000000e+00
 3          6    0.000000000000e+00
 3          7    0.000000000000e+00
 3          8    0.000000000000e+00
 3          9    0.000000000000e+00
 3         10    0.000000000000e+00
 3         11    0.000000000000e+00
 3         12    0.000000000000e+00
 3         13    0.000000000000e+00
 3         14    0.000000000000e+00
 3         15    0.000000000000e+00
 3         16    0.000000000000e+00
 3         17    0.000000000000e+00
 3         18    0.000000000000e+00
 3         19    0.000000000000e+00
 3         20    0.000000000000e+00
 3         21    0.000000000000e+00
 3         22    0.000000000000e+00
 3         23    0.000000000000e+00
 3         24    0.000000000000e+00
 3         25    0.000000000000e+00
 3         26    0.000000000000e+00
 3         27    0.000000000000e+00
 3         28    0.000000000000e+00
 3         29    0.000000000000e+00
